                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    121,                 1.1544,                 1.4352,                 1.8366,                0.64318,                 0.6947,                0.71692,                0.59086,                 1.5047,                 1.2963,                 1.4498,             0.00054904,             0.00054904,             0.00054904
                    122,                 1.1741,                 1.4267,                 1.8162,                0.59226,                0.73461,                0.71417,                0.59268,                 1.4673,                 1.3849,                 1.4679,             0.00054604,             0.00054604,             0.00054604
                    123,                 1.1941,                 1.3827,                  1.817,                0.61615,                0.60534,                0.65819,                0.52961,                 1.5657,                 1.3523,                 1.4113,             0.00054304,             0.00054304,             0.00054304
                    124,                  1.233,                 1.3939,                 1.8222,                0.65953,                0.52473,                0.62424,                0.51693,                 1.4013,                 1.3764,                 1.4184,             0.00054004,             0.00054004,             0.00054004
                    125,                 1.2372,                 1.5134,                 1.8017,                0.72718,                0.68566,                0.75044,                0.62917,                 1.4016,                 1.2916,                 1.4154,             0.00053704,             0.00053704,             0.00053704
                    126,                 1.1061,                 1.4096,                 1.8139,                0.75103,                0.68171,                0.80124,                 0.6672,                  1.412,                 1.1818,                 1.4071,             0.00053404,             0.00053404,             0.00053404
                    127,                 1.1445,                 1.3815,                  1.815,                0.66914,                0.58221,                0.69484,                0.57492,                 1.4382,                 1.3491,                 1.4057,             0.00053104,             0.00053104,             0.00053104
                    128,                 1.1522,                 1.3398,                  1.798,                0.79227,                0.66784,                0.77718,                0.65616,                 1.3595,                 1.1784,                 1.4069,             0.00052804,             0.00052804,             0.00052804
                    129,                 1.1475,                 1.3487,                 1.8011,                0.77424,                0.67758,                0.79891,                0.68043,                 1.3635,                 1.1858,                 1.4163,             0.00052504,             0.00052504,             0.00052504
                    130,                 1.1767,                 1.4088,                 1.8365,                0.68592,                0.61529,                0.70087,                0.58687,                 1.4467,                 1.4493,                 1.4711,             0.00052204,             0.00052204,             0.00052204
                    131,                 1.2235,                 1.4243,                 1.8268,                0.78481,                0.66052,                0.75195,                0.63507,                 1.4019,                 1.3637,                 1.4775,             0.00051904,             0.00051904,             0.00051904
                    132,                 1.1603,                 1.3489,                 1.8227,                0.76831,                0.73401,                0.80956,                0.67521,                  1.427,                 1.1616,                  1.455,             0.00051604,             0.00051604,             0.00051604
                    133,                 1.1306,                 1.2716,                 1.8072,                 0.8096,                0.70154,                 0.8056,                0.68754,                 1.2975,                 1.1951,                 1.4142,             0.00051304,             0.00051304,             0.00051304
                    134,                 1.1764,                 1.3525,                  1.827,                0.71471,                0.74326,                0.79654,                0.66074,                 1.4309,                 1.1354,                 1.3827,             0.00051004,             0.00051004,             0.00051004
                    135,                 1.0965,                 1.3296,                 1.8126,                0.81912,                 0.7158,                0.80524,                0.68684,                 1.3088,                 1.0986,                 1.3823,             0.00050704,             0.00050704,             0.00050704
                    136,                 1.0847,                 1.2924,                  1.807,                0.69267,                0.65559,                0.72599,                0.61493,                  1.389,                 1.2266,                 1.4155,             0.00050404,             0.00050404,             0.00050404
                    137,                 1.1123,                  1.281,                 1.8085,                 0.8394,                0.71319,                0.82937,                0.70223,                 1.3808,                 1.0574,                 1.3956,             0.00050104,             0.00050104,             0.00050104
                    138,                 1.0798,                 1.1823,                 1.7753,                0.80746,                0.68332,                0.78543,                0.66318,                 1.3742,                 1.1887,                 1.3796,             0.00049804,             0.00049804,             0.00049804
                    139,                 1.0606,                 1.2647,                 1.7922,                0.80285,                0.71994,                0.81023,                0.67652,                 1.4391,                 1.1951,                 1.4211,             0.00049504,             0.00049504,             0.00049504
                    140,                 1.2458,                 1.3752,                 1.7844,                0.73606,                0.61556,                0.73427,                 0.6155,                 1.4759,                 1.2618,                 1.4387,             0.00049204,             0.00049204,             0.00049204
                    141,                 1.1001,                 1.2582,                   1.81,                0.58712,                0.63792,                0.63124,                0.53343,                 1.3038,                 1.3121,                 1.3639,             0.00048904,             0.00048904,             0.00048904
                    142,                 1.0889,                  1.239,                 1.7936,                0.80714,                0.74004,                0.81527,                0.70676,                 1.2846,                 1.0886,                 1.3702,             0.00048604,             0.00048604,             0.00048604
                    143,                 1.1115,                  1.266,                 1.8076,                0.80531,                0.69549,                0.80111,                0.67384,                 1.4099,                 1.2485,                 1.4447,             0.00048304,             0.00048304,             0.00048304
                    144,                 1.1616,                 1.3149,                 1.7927,                0.78406,                0.70649,                0.81507,                0.67603,                 1.4173,                 1.2303,                 1.3854,             0.00048004,             0.00048004,             0.00048004
